ark_key,display_code,id,image,image_back,legacy_id,name,numeric_id,series,series_group,status,type
M5F,0070M5F,YW-ARK-0001,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0001.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0001.png,YKW-ARK-0001,Kappa,28707,Series 1 - Open! First Door,Shadowside Yo-kai Keystone Series,confirmed,Ark
M3M,0005M3M,YW-ARK-0002,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0002.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0002.png,YKW-ARK-0002,Junior/Burning Dragon,28642,Series 1 - Open! First Door,Shadowside Yo-kai Keystone Series,confirmed,Ark
M4D,0032M4D,YW-ARK-0003,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0003.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0003.png,YKW-ARK-0003,Super Sly/Mitsumata Ghidorah,28669,Series 1 - Open! First Door,Shadowside Yo-kai Keystone Series,confirmed,Ark
MAO,0259MAO,YW-ARK-0004,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0004.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0004.png,YKW-ARK-0004,Kyubi,28896,Series 1 - Open! First Door,Shadowside Yo-kai Keystone Series,confirmed,Ark
M3J,0002M3J,YW-ARK-0005,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0005.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0005.png,YKW-ARK-0005,Komasan,28639,Series 1 - Open! First Door,Shadowside Yo-kai Keystone Series,confirmed,Ark
M46,0025M46,YW-ARK-0006,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0006.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0006.png,YKW-ARK-0006,Blizzaria,28662,Series 1 - Open! First Door,Shadowside Yo-kai Keystone Series,confirmed,Ark
M4A,0029M4A,YW-ARK-0007,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0007.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0007.png,YKW-ARK-0007,Kyubi,28666,Series 1 - Open! First Door,Shadowside Yo-kai Keystone Series,single_scan,Ark
M3L,0004M3L,YW-ARK-0008,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0008.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0008.png,YKW-ARK-0008,Junior,28641,Series 1 - Open! First Door,Shadowside Yo-kai Keystone Series,confirmed,Ark
M3K,0003M3K,YW-ARK-0009,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0009.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0009.png,YKW-ARK-0009,Bancho/Basher,28640,Series 1 - Open! First Door,Shadowside Yo-kai Keystone Series,single_scan,Ark
M3S,0011M3S,YW-ARK-0010,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0010.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0010.png,YKW-ARK-0010,Charlie/Ghostcycle,28648,Series 1 - Open! First Door,Shadowside Yo-kai Keystone Series,confirmed,Ark
M3U,0013M3U,YW-ARK-0011,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0011.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0011.png,YKW-ARK-0011,Jinta/Jingeki,28650,Series 1 - Open! First Door,Shadowside Yo-kai Keystone Series,confirmed,Ark
M3W,0015M3W,YW-ARK-0012,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0012.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0012.png,YKW-ARK-0012,Lucky/Dogman,28652,Series 1 - Open! First Door,Shadowside Yo-kai Keystone Series,confirmed,Ark
M3Y,0017M3Y,YW-ARK-0013,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0013.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0013.png,YKW-ARK-0013,Honmaguro-taishou/Neptuna,28654,Series 1 - Open! First Door,Shadowside Yo-kai Keystone Series,confirmed,Ark
M3Z,0018M3Z,YW-ARK-0014,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0014.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0014.png,YKW-ARK-0014,Mushbarber/Kirisaki Joker,28655,Series 1 - Open! First Door,Shadowside Yo-kai Keystone Series,confirmed,Ark
M43,0022M43,YW-ARK-0015,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0015.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0015.png,YKW-ARK-0015,Lord Ananta,28659,Series 2 - Shine! Debut of the Shining Yo-kai Keystones!!,Shadowside Yo-kai Keystone Series,confirmed,Ark
M42,0021M42,YW-ARK-0016,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0016.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0016.png,YKW-ARK-0016,Shutendoji,28658,Series 2 - Shine! Debut of the Shining Yo-kai Keystones!!,Shadowside Yo-kai Keystone Series,confirmed,Ark
M5H,0072M5H,YW-ARK-0017,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0017.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0017.png,YKW-ARK-0017,Suu-san,28709,Series 2 - Shine! Debut of the Shining Yo-kai Keystones!!,Shadowside Yo-kai Keystone Series,conflict,Ark
M4U,0049M4U,YW-ARK-0018,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0018.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0018.png,YKW-ARK-0018,"Ogu, Togu & Mogu",28686,Series 2 - Shine! Debut of the Shining Yo-kai Keystones!!,Shadowside Yo-kai Keystone Series,confirmed,Ark
MAQ,0261MAQ,YW-ARK-0019,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0019.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0019.png,YKW-ARK-0019,Orochi,28898,Series 2 - Shine! Debut of the Shining Yo-kai Keystones!!,Shadowside Yo-kai Keystone Series,single_scan,Ark
,,YW-ARK-0020,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0020.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0020.png,YKW-ARK-0020,Merameraion,,Series 2 - Shine! Debut of the Shining Yo-kai Keystones!!,Shadowside Yo-kai Keystone Series,missing,Ark
M48,0027M48,YW-ARK-0021,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0021.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0021.png,YKW-ARK-0021,Seiryuu,28664,Series 2 - Shine! Debut of the Shining Yo-kai Keystones!!,Shadowside Yo-kai Keystone Series,confirmed,Ark
M4B,0030M4B,YW-ARK-0022,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0022.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0022.png,YKW-ARK-0022,Orochi,28667,Series 2 - Shine! Debut of the Shining Yo-kai Keystones!!,Shadowside Yo-kai Keystone Series,confirmed,Ark
M44,0023M44,YW-ARK-0023,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0023.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0023.png,YKW-ARK-0023,Sly/Slimamander,28660,Series 2 - Shine! Debut of the Shining Yo-kai Keystones!!,Shadowside Yo-kai Keystone Series,confirmed,Ark
M41,0020M41,YW-ARK-0024,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0024.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0024.png,YKW-ARK-0024,Voidera,28657,Series 2 - Shine! Debut of the Shining Yo-kai Keystones!!,Shadowside Yo-kai Keystone Series,confirmed,Ark
M3V,0014M3V,YW-ARK-0025,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0025.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0025.png,YKW-ARK-0025,Pakkun/Gaburiel,28651,Series 2 - Shine! Debut of the Shining Yo-kai Keystones!!,Shadowside Yo-kai Keystone Series,confirmed,Ark
M3X,0016M3X,YW-ARK-0026,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0026.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0026.png,YKW-ARK-0026,Tidynator,28653,Series 2 - Shine! Debut of the Shining Yo-kai Keystones!!,Shadowside Yo-kai Keystone Series,single_scan,Ark
M45,0024M45,YW-ARK-0027,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0027.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0027.png,YKW-ARK-0027,Himoji,28661,Series 2 - Shine! Debut of the Shining Yo-kai Keystones!!,Shadowside Yo-kai Keystone Series,confirmed,Ark
M4Q,0045M4Q,YW-ARK-0028,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0028.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0028.png,YKW-ARK-0028,Inari/Tatarigitsune,28682,Series 2 - Shine! Debut of the Shining Yo-kai Keystones!!,Shadowside Yo-kai Keystone Series,confirmed,Ark
M4S,0047M4S,YW-ARK-0029,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0029.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0029.png,YKW-ARK-0029,Semicolon/Bugaboo,28684,Series 2 - Shine! Debut of the Shining Yo-kai Keystones!!,Shadowside Yo-kai Keystone Series,single_scan,Ark
,,YW-ARK-0030,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0030.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0030.png,YKW-ARK-0030,Bushinyan,,Series 3 - Obtain them! Legendary Yo-kai!,Shadowside Yo-kai Keystone Series,missing,Ark
,,YW-ARK-0031,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0031.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0031.png,YKW-ARK-0031,Bushinyan,,Series 3 - Obtain them! Legendary Yo-kai!,Shadowside Yo-kai Keystone Series,missing,Ark
M51,0056M51,YW-ARK-0032,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0032.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0032.png,YKW-ARK-0032,Komasan & Komajiro,28693,Series 3 - Obtain them! Legendary Yo-kai!,Shadowside Yo-kai Keystone Series,confirmed,Ark
M4E,0033M4E,YW-ARK-0033,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0033.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0033.png,YKW-ARK-0033,Mafura Jibanyan,28670,Series 3 - Obtain them! Legendary Yo-kai!,Shadowside Yo-kai Keystone Series,confirmed,Ark
M6F,0106M6F,YW-ARK-0034,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0034.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0034.png,YKW-ARK-0034,Tsuchinoko,28743,Series 3 - Obtain them! Legendary Yo-kai!,Shadowside Yo-kai Keystone Series,confirmed,Ark
M5G,0071M5G,YW-ARK-0035,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0035.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0035.png,YKW-ARK-0035,Zashiki-warashi,28708,Series 3 - Obtain them! Legendary Yo-kai!,Shadowside Yo-kai Keystone Series,confirmed,Ark
M52,0057M52,YW-ARK-0036,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0036.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0036.png,YKW-ARK-0036,Tsuchigumo,28694,Series 3 - Obtain them! Legendary Yo-kai!,Shadowside Yo-kai Keystone Series,confirmed,Ark
M54,0059M54,YW-ARK-0037,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0037.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0037.png,YKW-ARK-0037,Ogama,28696,Series 3 - Obtain them! Legendary Yo-kai!,Shadowside Yo-kai Keystone Series,confirmed,Ark
M59,0064M59,YW-ARK-0038,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0038.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0038.png,YKW-ARK-0038,Tsuchinoko,28701,Series 3 - Obtain them! Legendary Yo-kai!,Shadowside Yo-kai Keystone Series,confirmed,Ark
M3T,0012M3T,YW-ARK-0039,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0039.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0039.png,YKW-ARK-0039,Hot Pot/Shiryou no Dokudoku-nabe,28649,Series 3 - Obtain them! Legendary Yo-kai!,Shadowside Yo-kai Keystone Series,confirmed,Ark
M47,0026M47,YW-ARK-0040,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0040.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0040.png,YKW-ARK-0040,Rai Oton,28663,Series 3 - Obtain them! Legendary Yo-kai!,Shadowside Yo-kai Keystone Series,confirmed,Ark
M4P,0044M4P,YW-ARK-0041,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0041.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0041.png,YKW-ARK-0041,Komajiro,28681,Series 3 - Obtain them! Legendary Yo-kai!,Shadowside Yo-kai Keystone Series,confirmed,Ark
M4R,0046M4R,YW-ARK-0042,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0042.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0042.png,YKW-ARK-0042,Shibumenken/Menkueater,28683,Series 3 - Obtain them! Legendary Yo-kai!,Shadowside Yo-kai Keystone Series,confirmed,Ark
M4T,0048M4T,YW-ARK-0043,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0043.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0043.png,YKW-ARK-0043,Filmlin/Eigalien,28685,Series 3 - Obtain them! Legendary Yo-kai!,Shadowside Yo-kai Keystone Series,confirmed,Ark
M4Y,0053M4Y,YW-ARK-0044,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0044.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0044.png,YKW-ARK-0044,Ikarin/Gesodrill,28690,Series 3 - Obtain them! Legendary Yo-kai!,Shadowside Yo-kai Keystone Series,confirmed,Ark
M4Z,0054M4Z,YW-ARK-0045,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0045.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0045.png,YKW-ARK-0045,Leon/Dr. Chameleon,28691,Series 3 - Obtain them! Legendary Yo-kai!,Shadowside Yo-kai Keystone Series,confirmed,Ark
M6A,0101M6A,YW-ARK-0046,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0046.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0046.png,YKW-ARK-0046,Unchikuma,28738,Series 4 - Door to the Unknown,Shadowside Yo-kai Keystone Series,single_scan,Ark
M71,0128M71,YW-ARK-0047,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0047.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0047.png,YKW-ARK-0047,Shurakoma,28765,Series 4 - Door to the Unknown,Shadowside Yo-kai Keystone Series,confirmed,Ark
M3N,0006M3N,YW-ARK-0048,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0048.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0048.png,YKW-ARK-0048,Junior/Blizzard Wolf,28643,Series 4 - Door to the Unknown,Shadowside Yo-kai Keystone Series,confirmed,Ark
M6I,0109M6I,YW-ARK-0049,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0049.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0049.png,YKW-ARK-0049,Todoroki Rai Oton,28746,Series 4 - Door to the Unknown,Shadowside Yo-kai Keystone Series,confirmed,Ark
M6Y,0125M6Y,YW-ARK-0050,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0050.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0050.png,YKW-ARK-0050,Inugami,28762,Series 4 - Door to the Unknown,Shadowside Yo-kai Keystone Series,confirmed,Ark
M6Z,0126M6Z,YW-ARK-0051,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0051.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0051.png,YKW-ARK-0051,Kage Orochi,28763,Series 4 - Door to the Unknown,Shadowside Yo-kai Keystone Series,single_scan,Ark
M6X,0124M6X,YW-ARK-0052,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0052.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0052.png,YKW-ARK-0052,Junior & Lil' Acala,28761,Series 4 - Door to the Unknown,Shadowside Yo-kai Keystone Series,single_scan,Ark
M70,0127M70,YW-ARK-0053,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0053.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0053.png,YKW-ARK-0053,Dianyan The Gemnyans,28764,Series 4 - Door to the Unknown,Shadowside Yo-kai Keystone Series,confirmed,Ark
M6W,0123M6W,YW-ARK-0054,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0054.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0054.png,YKW-ARK-0054,Jii-tan/Satan Claus,28760,Series 4 - Door to the Unknown,Shadowside Yo-kai Keystone Series,confirmed,Ark
M57,0062M57,YW-ARK-0055,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0055.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0055.png,YKW-ARK-0055,Inugami,28699,Series 4 - Door to the Unknown,Shadowside Yo-kai Keystone Series,confirmed,Ark
M58,0063M58,YW-ARK-0056,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0056.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0056.png,YKW-ARK-0056,Kage Orochi,28700,Series 4 - Door to the Unknown,Shadowside Yo-kai Keystone Series,confirmed,Ark
M4X,0052M4X,YW-ARK-0057,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0057.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0057.png,YKW-ARK-0057,Atsushi Kamamoto/Kamadouma,28689,Series 4 - Door to the Unknown,Shadowside Yo-kai Keystone Series,confirmed,Ark
M50,0055M50,YW-ARK-0058,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0058.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0058.png,YKW-ARK-0058,Hana-chan/Ohana-san,28692,Series 4 - Door to the Unknown,Shadowside Yo-kai Keystone Series,confirmed,Ark
M6S,0119M6S,YW-ARK-0059,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0059.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0059.png,YKW-ARK-0059,Sebas-chan/Jeannie,28756,Series 4 - Door to the Unknown,Shadowside Yo-kai Keystone Series,confirmed,Ark
M6T,0120M6T,YW-ARK-0060,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0060.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0060.png,YKW-ARK-0060,Wakame-kun,28757,Series 4 - Door to the Unknown,Shadowside Yo-kai Keystone Series,confirmed,Ark
M6U,0121M6U,YW-ARK-0061,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0061.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0061.png,YKW-ARK-0061,Konbu-san,28758,Series 4 - Door to the Unknown,Shadowside Yo-kai Keystone Series,confirmed,Ark
M6V,0122M6V,YW-ARK-0062,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0062.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0062.png,YKW-ARK-0062,Mekabu-chan,28759,Series 4 - Door to the Unknown,Shadowside Yo-kai Keystone Series,single_scan,Ark
M7Q,0153M7Q,YW-ARK-0063,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0063.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0063.png,YKW-ARK-0063,Enma,28790,Series 5 - Strongest Yo-kai Appear!!,Shadowside Yo-kai Keystone Series,single_scan,Ark
M7R,0154M7R,YW-ARK-0064,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0064.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0064.png,YKW-ARK-0064,Zazel,28791,Series 5 - Strongest Yo-kai Appear!!,Shadowside Yo-kai Keystone Series,single_scan,Ark
M7P,0152M7P,YW-ARK-0065,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0065.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0065.png,YKW-ARK-0065,Yamabuki Oni,28789,Series 5 - Strongest Yo-kai Appear!!,Shadowside Yo-kai Keystone Series,single_scan,Ark
M7O,0151M7O,YW-ARK-0066,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0066.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0066.png,YKW-ARK-0066,Voidera,28788,Series 5 - Strongest Yo-kai Appear!!,Shadowside Yo-kai Keystone Series,single_scan,Ark
M7M,0149M7M,YW-ARK-0067,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0067.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0067.png,YKW-ARK-0067,"Whisper 2040, Junior & Lil' Acala",28786,Series 5 - Strongest Yo-kai Appear!!,Shadowside Yo-kai Keystone Series,single_scan,Ark
M7L,0148M7L,YW-ARK-0068,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0068.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0068.png,YKW-ARK-0068,Hyakki-hime,28785,Series 5 - Strongest Yo-kai Appear!!,Shadowside Yo-kai Keystone Series,single_scan,Ark
M7U,0157M7U,YW-ARK-0069,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0069.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0069.png,YKW-ARK-0069,Voidera & Shutendoji,28794,Series 5 - Strongest Yo-kai Appear!!,Shadowside Yo-kai Keystone Series,confirmed,Ark
M7N,0150M7N,YW-ARK-0070,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0070.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0070.png,YKW-ARK-0070,Melonyan The Fruitnyans,28787,Series 5 - Strongest Yo-kai Appear!!,Shadowside Yo-kai Keystone Series,single_scan,Ark
M4C,0031M4C,YW-ARK-0071,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0071.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0071.png,YKW-ARK-0071,Whisper 2040,28668,Series 5 - Strongest Yo-kai Appear!!,Shadowside Yo-kai Keystone Series,confirmed,Ark
M56,0061M56,YW-ARK-0072,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0072.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0072.png,YKW-ARK-0072,Hyakki-hime,28698,Series 5 - Strongest Yo-kai Appear!!,Shadowside Yo-kai Keystone Series,single_scan,Ark
