ark_key,display_code,id,image,image_back,legacy_id,name,numeric_id,series,series_group,status,type
,,YW-ARK-0277,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0277.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0277.png,YKW-ARK-0277,Lord Ananta,,Yo-kai Keystone SP - Shadowside Ultimate Selection,Yo-kai Keystone K Series,missing,Ark
M5J,0074M5J,YW-ARK-0278,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0278.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0278.png,YKW-ARK-0278,Yasha Enma,28711,Yo-kai Keystone SP - Shadowside Ultimate Selection,Yo-kai Keystone K Series,single_scan,Ark
M4I,0037M4I,YW-ARK-0279,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0279.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0279.png,YKW-ARK-0279,Bushinyan,28674,Yo-kai Keystone SP - Shadowside Ultimate Selection,Yo-kai Keystone K Series,confirmed,Ark
,,YW-ARK-0280,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0280.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0280.png,YKW-ARK-0280,Shurakoma,,Yo-kai Keystone SP - Shadowside Ultimate Selection,Yo-kai Keystone K Series,missing,Ark
MAD,0248MAD,YW-ARK-0281,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0281.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0281.png,YKW-ARK-0281,Dianyan,28885,Yo-kai Keystone SP - Shadowside Ultimate Selection,Yo-kai Keystone K Series,single_scan,Ark
MJ6,0550MJ6,YW-ARK-0282,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0282.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0282.png,YKW-ARK-0282,Juno,29202,Yo-kai Keystone SP - Shadowside Ultimate Selection,Yo-kai Keystone K Series,confirmed,Ark
MJ7,0551MJ7,YW-ARK-0283,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0283.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0283.png,YKW-ARK-0283,Saros,29203,Yo-kai Keystone SP - Shadowside Ultimate Selection,Yo-kai Keystone K Series,confirmed,Ark
MJ8,0552MJ8,YW-ARK-0284,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0284.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0284.png,YKW-ARK-0284,Boreas,29204,Yo-kai Keystone SP - Shadowside Ultimate Selection,Yo-kai Keystone K Series,confirmed,Ark
MJ9,0553MJ9,YW-ARK-0285,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0285.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0285.png,YKW-ARK-0285,Eurus,29205,Yo-kai Keystone SP - Shadowside Ultimate Selection,Yo-kai Keystone K Series,confirmed,Ark
,,YW-ARK-0286,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0286.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0286.png,YKW-ARK-0286,Eurus & Bruno,,Yo-kai Keystone SP - Shadowside Ultimate Selection,Yo-kai Keystone K Series,missing,Ark
,,YW-ARK-0287,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0287.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0287.png,YKW-ARK-0287,Shien,,Yo-kai Keystone SP - Shadowside Ultimate Selection,Yo-kai Keystone K Series,missing,Ark
MHJ,0491MHJ,YW-ARK-0288,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0288.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0288.png,YKW-ARK-0288,Rubinyan,29143,Yo-kai Keystone SP - Shadowside Ultimate Selection,Yo-kai Keystone K Series,single_scan,Ark
MHK,0492MHK,YW-ARK-0289,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0289.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0289.png,YKW-ARK-0289,Topanyan,29144,Yo-kai Keystone SP - Shadowside Ultimate Selection,Yo-kai Keystone K Series,single_scan,Ark
MJ5,0549MJ5,YW-ARK-0290,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0290.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0290.png,YKW-ARK-0290,Yami Enma,29201,Yo-kai Keystone SP - Shadowside Ultimate Selection,Yo-kai Keystone K Series,confirmed,Ark
M53,0058M53,YW-ARK-0291,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0291.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0291.png,YKW-ARK-0291,Tsuchigumo,28695,Yo-kai Keystone SP - Shadowside Ultimate Selection,Yo-kai Keystone K Series,single_scan,Ark
M55,0060M55,YW-ARK-0292,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0292.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0292.png,YKW-ARK-0292,Ogama,28697,Yo-kai Keystone SP - Shadowside Ultimate Selection,Yo-kai Keystone K Series,single_scan,Ark
,,YW-ARK-0293,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0293.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0293.png,YKW-ARK-0293,Kage Orochi,,Yo-kai Keystone SP - Shadowside Ultimate Selection,Yo-kai Keystone K Series,missing,Ark
,,YW-ARK-0294,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0294.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0294.png,YKW-ARK-0294,Tsuchinoko,,Yo-kai Keystone SP - Shadowside Ultimate Selection,Yo-kai Keystone K Series,missing,Ark
,,YW-ARK-0295,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0295.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0295.png,YKW-ARK-0295,Kukuri-hime,,Yo-kai Keystone SP - Shadowside Ultimate Selection,Yo-kai Keystone K Series,missing,Ark
,,YW-ARK-0296,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0296.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0296.png,YKW-ARK-0296,Tsuchigumo,,Yo-kai Keystone SP - Shadowside Ultimate Selection,Yo-kai Keystone K Series,missing,Ark
,,YW-ARK-0297,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0297.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0297.png,YKW-ARK-0297,Ogama,,Yo-kai Keystone SP - Shadowside Ultimate Selection,Yo-kai Keystone K Series,missing,Ark
,,YW-ARK-0298,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0298.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0298.png,YKW-ARK-0298,Hyakki-hime,,Yo-kai Keystone SP - Shadowside Ultimate Selection,Yo-kai Keystone K Series,missing,Ark
,,YW-ARK-0299,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0299.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0299.png,YKW-ARK-0299,Inugami,,Yo-kai Keystone SP - Shadowside Ultimate Selection,Yo-kai Keystone K Series,missing,Ark
M3X,0016M3X,YW-ARK-0300,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0300.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0300.png,YKW-ARK-0300,Tidynator,28653,Yo-kai Keystone SP - Shadowside Ultimate Selection,Yo-kai Keystone K Series,single_scan,Ark
,,YW-ARK-0301,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0301.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0301.png,YKW-ARK-0301,Rai Oton,,Yo-kai Keystone SP - Shadowside Ultimate Selection,Yo-kai Keystone K Series,missing,Ark
MCA,0302MCA,YW-ARK-0302,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0302.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0302.png,YKW-ARK-0302,Fukurou,28954,Yo-kai Keystone SP - Shadowside Ultimate Selection,Yo-kai Keystone K Series,confirmed,Ark
M8Q,0189M8Q,YW-ARK-0303,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0303.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0303.png,YKW-ARK-0303,Goku Orochi,28826,Series 01 - Yo-kai World's 1st Martial Art Tournament - Goku Orochi,Yo-kai Keystone Series,confirmed,Ark
M8P,0188M8P,YW-ARK-0304,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0304.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0304.png,YKW-ARK-0304,Goku Fubuki-hime,28825,Series 01 - Yo-kai World's 1st Martial Art Tournament - Goku Orochi,Yo-kai Keystone Series,confirmed,Ark
MAJ,0254MAJ,YW-ARK-0305,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0305.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0305.png,YKW-ARK-0305,Rinne,28891,Series 02 - Yo-kai World's 1st Martial Art Tournament - Rinne,Yo-kai Keystone Series,confirmed,Ark
MAK,0255MAK,YW-ARK-0306,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0306.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0306.png,YKW-ARK-0306,Goku Namahage,28892,Series 02 - Yo-kai World's 1st Martial Art Tournament - Rinne,Yo-kai Keystone Series,confirmed,Ark
MB6,0277MB6,YW-ARK-0307,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0307.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0307.png,YKW-ARK-0307,Black Dianyan,28914,Series EX - Jewel Seven Generals - SP,Yo-kai Keystone Series,confirmed,Ark
MB7,0278MB7,YW-ARK-0308,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0308.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0308.png,YKW-ARK-0308,Ruby Shurakoma,28915,Series EX - Jewel Seven Generals - SP,Yo-kai Keystone Series,confirmed,Ark
MH9,0481MH9,YW-ARK-0309,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0309.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0309.png,YKW-ARK-0309,Ja-shin Kachi Kachi,29133,Series 03 - Yo-kai World's 1st Martial Art Tournament - Evil God Kachi Kachi,Yo-kai Keystone Series,confirmed,Ark
MHA,0482MHA,YW-ARK-0310,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0310.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0310.png,YKW-ARK-0310,Puni-gami,29134,Series 03 - Yo-kai World's 1st Martial Art Tournament - Evil God Kachi Kachi,Yo-kai Keystone Series,confirmed,Ark
MHB,0483MHB,YW-ARK-0311,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0311.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0311.png,YKW-ARK-0311,Lord Enma,29135,Series 04 - Yo-kai World's 1st Martial Art Tournament - Lord Enma,Yo-kai Keystone Series,confirmed,Ark
MHC,0484MHC,YW-ARK-0312,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0312.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0312.png,YKW-ARK-0312,Zazel,29136,Series 04 - Yo-kai World's 1st Martial Art Tournament - Lord Enma,Yo-kai Keystone Series,confirmed,Ark
M73,0130M73,YW-ARK-0313,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0313.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0313.png,YKW-ARK-0313,Kenshin Amaterasu,28767,Series 05 - Kenshin Amaterasu and Gesshin Tsukuyomi,Yo-kai Keystone Series,confirmed,Ark
M72,0129M72,YW-ARK-0314,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0314.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0314.png,YKW-ARK-0314,Yamambaa/Gesshin Tsukuyomi,28766,Series 05 - Kenshin Amaterasu and Gesshin Tsukuyomi,Yo-kai Keystone Series,confirmed,Ark
M3I,0001M3I,YW-ARK-0315,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0315.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0315.png,YKW-ARK-0315,Jibanyan (SS),28638,Toys,Exclusive/Promotional Keystones,confirmed,Ark
M5A,0065M5A,YW-ARK-0316,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0316.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0316.png,YKW-ARK-0316,Suu-san/Gunshin Susanoo,28702,Toys,Exclusive/Promotional Keystones,confirmed,Ark
,,YW-ARK-0317,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0317.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0317.png,YKW-ARK-0317,Ryuutou Rasetu/Ryuutou Benibana,,Toys,Exclusive/Promotional Keystones,missing,Ark
M4F,0034M4F,YW-ARK-0318,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0318.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0318.png,YKW-ARK-0318,Koumou no Komasan,28671,Toys,Exclusive/Promotional Keystones,confirmed,Ark
M4G,0035M4G,YW-ARK-0319,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0319.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0319.png,YKW-ARK-0319,Kosen Kyubi,28672,Toys,Exclusive/Promotional Keystones,confirmed,Ark
M4W,0051M4W,YW-ARK-0320,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0320.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0320.png,YKW-ARK-0320,Sakigake Merameraion,28688,Toys,Exclusive/Promotional Keystones,confirmed,Ark
M4V,0050M4V,YW-ARK-0321,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0321.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0321.png,YKW-ARK-0321,Sekka no Fubuki-hime,28687,Toys,Exclusive/Promotional Keystones,confirmed,Ark
M4H,0036M4H,YW-ARK-0322,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0322.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0322.png,YKW-ARK-0322,Hakuryu Orochi,28673,Toys,Exclusive/Promotional Keystones,confirmed,Ark
M8M,0185M8M,YW-ARK-0323,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0323.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0323.png,YKW-ARK-0323,Jibanyan,28822,Toys,Exclusive/Promotional Keystones,confirmed,Ark
M8N,0186M8N,YW-ARK-0324,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0324.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0324.png,YKW-ARK-0324,Komasan,28823,Toys,Exclusive/Promotional Keystones,confirmed,Ark
M6Q,0117M6Q,YW-ARK-0325,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0325.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0325.png,YKW-ARK-0325,Yasha Enma,28754,Other,Exclusive/Promotional Keystones,single_scan,Ark
M6R,0118M6R,YW-ARK-0326,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0326.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0326.png,YKW-ARK-0326,Enma,28755,Other,Exclusive/Promotional Keystones,conflict,Ark
M5E,0069M5E,YW-ARK-0327,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0327.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0327.png,YKW-ARK-0327,Gusto,28706,Other,Exclusive/Promotional Keystones,confirmed,Ark
M7V,0158M7V,YW-ARK-0328,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0328.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0328.png,YKW-ARK-0328,"Jibanyan, Jibanyan (SS) and Gusto",28795,Other,Exclusive/Promotional Keystones,confirmed,Ark
M8O,0187M8O,YW-ARK-0329,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0329.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0329.png,YKW-ARK-0329,Fudou Myouou Boy/Fudou Myouou-kai,28824,Other,Exclusive/Promotional Keystones,single_scan,Ark
M9D,0212M9D,YW-ARK-0330,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0330.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0330.png,YKW-ARK-0330,"Enma, Jibanyan, Komasan & Whisper",28849,Other,Exclusive/Promotional Keystones,confirmed,Ark
MBH,0288MBH,YW-ARK-0331,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0331.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0331.png,YKW-ARK-0331,Jinpei Jiba,28925,Other,Exclusive/Promotional Keystones,confirmed,Ark
MIS,0536MIS,YW-ARK-0332,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0332.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0332.png,YKW-ARK-0332,Kengo Benimaru (Holy Sword Version),29188,Other,Exclusive/Promotional Keystones,confirmed,Ark
,,YW-ARK-0333,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0333.png,,YKW-ARK-0333,"DX Stormweaver, large toy replica of the Stormweaver",,Sacred Armory,Exclusive/Promotional Keystones,missing,Yo-seiken
MBU,0101MBU,YW-ARK-0334,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0334.png,,YKW-ARK-0334,Small toy replica of the Stormweaver,28938,Sacred Armory,Exclusive/Promotional Keystones,single_scan,Yo-seiken
MBU,0101MBU,YW-ARK-0335,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0335.png,,YKW-ARK-0335,Small toy replica of the Stormwaver Ver. Lord Acala: Heaven,28938,Sacred Armory,Exclusive/Promotional Keystones,confirmed,Yo-seiken
MBV,0102MBV,YW-ARK-0336,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0336.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0336.png,YKW-ARK-0336,Suzaku Soutenzan,28939,Sacred Armory,Exclusive/Promotional Keystones,confirmed,Yo-seiken
MBX,0104MBX,YW-ARK-0337,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0337.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0337.png,YKW-ARK-0337,Genbu Hotenfu,28941,Sacred Armory,Exclusive/Promotional Keystones,confirmed,Yo-seiken
MBW,0103MBW,YW-ARK-0338,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0338.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0338.png,YKW-ARK-0338,Wildfire Blaze,28940,Sacred Armory,Exclusive/Promotional Keystones,confirmed,Yo-seiken
MBY,0105MBY,YW-ARK-0339,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0339.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0339.png,YKW-ARK-0339,Tiger's Talon,28942,Sacred Armory,Exclusive/Promotional Keystones,confirmed,Yo-seiken
MC1,0108MC1,YW-ARK-0341,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0341.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0341.png,YKW-ARK-0341,Golden Stormweaver,28945,Sacred Armory,Exclusive/Promotional Keystones,confirmed,Yo-seiken
MBZ,0106MBZ,YW-ARK-0340,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0340.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0340.png,YKW-ARK-0340,Enma Blade,28943,Sacred Armory,Exclusive/Promotional Keystones,confirmed,Yo-seiken
MC0,0107MC0,YW-ARK-0342,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0342.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0342.png,YKW-ARK-0342,Jaou Ken,28944,Sacred Armory,Exclusive/Promotional Keystones,confirmed,Yo-seiken
MIX,0541MIX,YW-ARK-0343,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/front/YW-ARK-0343.png,https://raw.githubusercontent.com/NFCSPOOFER/YWAPI/main/images/ark/back/YW-ARK-0343.png,YKW-ARK-0343,Awakened Enma / Kakusei Enma,29193,Other,Exclusive/Promotional Keystones,confirmed,Ark
